Session,Class,Course Title,Instructor,Date,Start Time,End Time,Building & Room,Campus
Spring 2025,ARCH 842 M01,Digi Technique & Media Dsgn II,Esposito,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 1120",New York City
Spring 2025,ARCH 861 M01,Social Issues of Urban Design,Eray,05/14/2025,3:00:00 PM,5:00:00 PM,Zoom,New York City
Spring 2025,ARCH 880 M11,Practice Models & Strategies,Agneta,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARTA 803 M01,Visual Comm & Emerging Tech,Lokshina,05/12/2025,6:00:00 PM,9:00:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTC 251 M01,Computer Graphics II,Seslow,05/14/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTC 251 M02,Computer Graphics II,Vezyroglou,05/14/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTC 251 W01,Computer Graphics II,Kerigan,05/15/2025,5:20:00 PM,9:20:00 PM,"Midge Karr, Rm. 102",Long Island
Spring 2025,ARTC 270 M01,Game Theory & History,McGhee,05/14/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 1026",New York City
Spring 2025,ARTC 351 M01,Digital Compositing,Merkx,05/14/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTC 351 W01,Digital Compositing,Merkx,05/14/2025,8:15:00 AM,10:15:00 AM,"Midge Karr, Rm. 102",Long Island
Spring 2025,ARTC 371 M01,Game Design II,McGhee,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 1026",New York City
Spring 2025,ARTC 400 M01,Thesis Proposal,Hosenfeld,05/13/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTC 400 W01,Thesis Proposal,Vasikauskas,05/15/2025,5:00:00 PM,8:00:00 PM,"Education Hall, Rm. 260",Long Island
Spring 2025,ARTC 406 M01,Thesis Production II,Hosenfeld,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTC 406 M02,Thesis Production II,Smith,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTC 406 W01,Thesis Production II,Hosenfeld,05/15/2025,12:45:00 PM,2:45:00 PM,"Education Hall, Rm. 260",Long Island
Spring 2025,ARTC 410 M01,Portfolio,Shoemaker,05/16/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTC 410 M02,Portfolio,Cowan,05/14/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTC 410 W01,Portfolio,Marro,05/13/2025,6:00:00 PM,10:00:00 PM,"Education Hall, Rm. 260",Long Island
Spring 2025,ARTD 102 M01,Form and Space,Vezyroglou,05/14/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTD 102 M02,Form and Space,Reisch,05/14/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTD 102 W01,Form and Space,Kerigan,05/12/2025,5:20:00 PM,9:20:00 PM,"Midge Karr, Rm. 109",Long Island
Spring 2025,ARTE 801 M01,Dig Comp & Visl Effect,Merkx,05/14/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTG 251 M01,Visual Identity,Davies,05/14/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTG 251 W01,Visual Identity,De Santis,05/15/2025,8:15:00 AM,10:15:00 AM,"Midge Karr, Rm. 102",Long Island
Spring 2025,ARTG 260 M01,Web Design,Posso,05/13/2025,6:00:00 PM,10:00:00 PM,"16 W. 61st St., Rm. 923",New York City
Spring 2025,ARTG 303 M01,Illustration,Lee,05/15/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTG 303 W01,Illustration,Ercolini,05/14/2025,5:20:00 PM,9:20:00 PM,"Midge Karr, Rm. 102",Long Island
Spring 2025,ARTG 352 M01,Editorial Design,Rho,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTG 451 M01,Portfolio,Wongpakdee,05/16/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTG 655 M01,Branding Design and Strategy,Wongpakdee,05/16/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTG 656 M01,Environmental Graphic Design,Li,05/14/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTG 751 M01,Info Dsgn & Data Visualization,Wongpakdee,05/14/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 1026",New York City
Spring 2025,ARTG 801 M01,Advertising Design,Blue,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTI 601 M01,UX Design Foundations,Park,05/12/2025,6:00:00 PM,10:00:00 PM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTI 602 M01,Human Computer Interaction Dsg,Jones,05/14/2025,6:00:00 PM,9:00:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTI 603 M01,User Interface & Prototyping,Ahn,05/16/2025,6:00:00 PM,9:00:00 PM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTI 604 M01,UX/UI Design for VR/AR/MR,Lokshina,05/12/2025,6:00:00 PM,9:00:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTI 604 M02,UX/UI Design for VR/AR/MR,Alkhayat,05/12/2025,6:00:00 PM,10:00:00 PM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTI 605 M01,Unity Design,Locharernkul,05/15/2025,6:00:00 PM,10:00:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTI 606 M01,UX Research & Data Analytics,Jones,05/13/2025,6:00:00 PM,10:00:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTI 607 M01,Info Arch & Content Strategy,Lee,05/14/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTI 608 M01,Adv Research: Usability & Test,Dubois,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 923",New York City
Spring 2025,ARTI 609 M02,Web & Mobile Development,Smit,05/15/2025,6:00:00 PM,10:00:00 PM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTJ 403 W01,Special Topics,Lee,05/14/2025,5:20:00 PM,9:20:00 PM,"Midge Karr, Rm. 107",Long Island
Spring 2025,ARTP 802 M01,Master Project,Park,05/13/2025,6:00:00 PM,10:00:00 PM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTP 802 M02,Master Project,Smit,05/15/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 925",New York City
Spring 2025,ARTQ 452 M01,Technical Artist Studio,McGirr,05/16/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTQ 453 M01,Emerging Tech for Games,McGirr,05/14/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTS 201 M01,Sculpture I,Manzi-Schacht,05/16/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 923",New York City
Spring 2025,ARTS 251 M01,Sculpture II,Manzi-Schacht,05/12/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 923",New York City
Spring 2025,ARTU 872 M01,Thesis II: Production,Kerigan,05/14/2025,6:00:00 PM,10:00:00 PM,"16 W. 61st St., Rm. 923",New York City
Spring 2025,ARTW 151 M01,Drawing II,Seslow,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTW 151 M02,Drawing II,Lee,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 922",New York City
Spring 2025,ARTW 151 W01,Drawing II,Lee,05/14/2025,12:45:00 PM,2:45:00 PM,"Midge Karr, Rm. 109",Long Island
Spring 2025,ARTW 255 M01,Concept & Visual Storytelling,Cowan,05/16/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 919",New York City
Spring 2025,ARTY 201 W01,Digital Photography,Formica,05/15/2025,12:45:00 PM,2:45:00 PM,"Midge Karr, Rm. 102",Long Island
Spring 2025,BIOE 301 W01,Biomed Instrumentation & Dsgn,Nadler,05/12/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 303",Long Island
Spring 2025,BIOE 315 M01,Introduction to Biomaterials,Zanganeh,05/14/2025,8:15:00 AM,10:15:00 AM,Zoom,New York City
Spring 2025,BIOE 315 W01,Introduction to Biomaterials,Zanganeh,05/14/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 230",Long Island
Spring 2025,BIOE 320 M01,Statistics for Bioengineers,Nadler,05/15/2025,5:45:00 PM,8:24:00 PM,"Guiliano Global Ctr., Rm. 704",New York City
Spring 2025,BIOE 320 W01,Statistics for Bioengineers,Nadler,05/15/2025,5:45:00 PM,8:24:00 PM,"Harry J. Schure Hall, Rm. 105",Long Island
Spring 2025,BIOE 440 W01,Process Control Biotechnology,Wadoo,05/16/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 216B",Long Island
Spring 2025,BIOE 491 W01,Senior Design Project II,Alghazali,05/16/2025,8:15:00 AM,10:15:00 AM,Zoom,Long Island
Spring 2025,BIOE 610 W01,Eng. Princ. Cell Biology,Zanganeh,05/13/2025,5:45:00 PM,8:24:00 PM,"Harry J. Schure Hall, Rm. 230",Long Island
Spring 2025,BIOE 620 W01,Statistics for Biomed Eng,Sassoon,05/14/2025,5:45:00 PM,8:24:00 PM,"Harry J. Schure Hall, Rm. 230",Long Island
Spring 2025,BIOE 622 W01,Biomechanics,Liu,05/12/2025,5:45:00 PM,8:24:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,BIOE 650 W01,Medical Devices,Farajidavar,05/13/2025,5:45:00 PM,8:24:00 PM,"Harry J. Schure Hall, Rm. 235",Long Island
Spring 2025,BIOE 751 W01,Signal Processing I,Ravan,05/15/2025,5:45:00 PM,8:24:00 PM,"Harry J. Schure Hall, Rm. 216B",Long Island
Spring 2025,BIOL 101 M01,Humanity & the Biological UnIv,Tansel,05/12/2025,3:00:00 PM,5:00:00 PM,"26 W. 61st St., Rm. 312",New York City
Spring 2025,BIOL 101 W01,Humanity & the Biological UnIv,Platz,05/14/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,BIOL 107 M01,Environmental Sciences,Tansel,05/14/2025,10:30:00 AM,12:30:00 PM,"Guiliano Global Ctr., Rm. 406",New York City
Spring 2025,BIOL 110 M01,General Biology I,Lisbin,05/12/2025,8:15:00 AM,10:15:00 AM,"16 W. 61st St., Rm. 820",New York City
Spring 2025,BIOL 110 W01,General Biology I,Hadjiargyrou,05/13/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,BIOL 150 M01,General Biology II,Turkel,05/12/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 624",New York City
Spring 2025,BIOL 150 M02,General Biology II,Inamdar,05/12/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 11",New York City
Spring 2025,BIOL 150 M03B,General Biology II,Turkel,05/14/2025,10:30:00 AM,12:30:00 PM,"Guiliano Global Ctr., Rm. 405",New York City
Spring 2025,BIOL 150 W01,General Biology II,Kingman,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 307",Long Island
Spring 2025,BIOL 150 W02B,General Biology II,Ruiz,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,BIOL 150 W03,General Biology II,Kalogiannis,05/15/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 130",Long Island
Spring 2025,BIOL 150 W04B,General Biology II,Ruiz,05/15/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,BIOL 150 W05,General Biology II,Kalogiannis,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 301",Long Island
Spring 2025,BIOL 155 M01,Osteo Prin/Prac,Abu-Sbaih,05/12/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 1119",New York City
Spring 2025,BIOL 155 W01,Osteo Prin/Prac,Abu-Sbaih,05/12/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,BIOL 210 W01,Human Gross Anatomy,Gagna,05/15/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,BIOL 215 W01,Med Microbiology,Fisher,05/15/2025,12:45:00 PM,2:45:00 PM,Zoom,Long Island
Spring 2025,BIOL 230 W01,Ecology,Padilla,05/12/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 228",Long Island
Spring 2025,BIOL 233 M01,Genetics,Lisbin,05/16/2025,5:45:00 PM,8:24:00 PM,"Guiliano Global Ctr., Rm. 706",New York City
Spring 2025,BIOL 235 M01,Microbiology,Barua,05/12/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 406",New York City
Spring 2025,BIOL 235 W01,Microbiology,Gibb,05/15/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 304",Long Island
Spring 2025,BIOL 235 W02,Microbiology,Gibb,05/15/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 312",Long Island
Spring 2025,BIOL 238 M01,Introduction to Biotechnology,Mukherjee,05/16/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 704",New York City
Spring 2025,BIOL 250 M01,Biostatistics,Salichos,05/15/2025,12:45:00 PM,2:45:00 PM,"26 W. 61st St., Rm. 409",New York City
Spring 2025,BIOL 250 W01,Biostatistics,Letsou,05/14/2025,3:00:00 PM,5:00:00 PM,"Harry J. Schure Hall, Rm. CLC3",Long Island
Spring 2025,BIOL 250 W02,Biostatistics,Letsou,05/12/2025,3:00:00 PM,5:00:00 PM,"Harry J. Schure Hall, Rm. CLC3",Long Island
Spring 2025,BIOL 250 W03,Biostatistics,Letsou,05/15/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. CLC3",Long Island
Spring 2025,BIOL 310 M01,Human Physiology,Nikitopoulos,05/14/2025,10:30:00 AM,12:30:00 PM,"26 W. 61st St., Rm. 313",New York City
Spring 2025,BIOL 310 W01,Human Physiology,Kalogiannis,05/14/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,BIOL 310 W04,Human Physiology,Kalogiannis,05/14/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,BIOL 310 W05,Human Physiology,Kalogiannis,05/13/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,BIOL 312 W01,Pathophysiology,Gagna,05/15/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 125",Long Island
Spring 2025,BIOL 312 W02,Pathophysiology,Kalogiannis,05/14/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,BIOL 315 M01,Neuroscience,Nikitopoulos,05/12/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 704",New York City
Spring 2025,BIOL 315 W01,Neuroscience,Pokala,05/15/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 301",Long Island
Spring 2025,BIOL 325 M01,Evolutionary Biology,Lisbin,05/14/2025,10:30:00 AM,12:30:00 PM,"26 W. 61st St., Rm. 207",New York City
Spring 2025,BIOL 325 W01,Evolutionary Biology,D'Brant,05/14/2025,10:30:00 AM,12:30:00 PM,Zoom,Long Island
Spring 2025,BIOL 340 M01,Biochemistry,Petrovic,05/12/2025,8:15:00 AM,10:15:00 AM,Zoom,New York City
Spring 2025,BIOL 340 M02B,Biochemistry,Hamzah,05/12/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 406",New York City
Spring 2025,BIOL 340 W01,Biochemistry,Keighron,05/15/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 306",Long Island
Spring 2025,BIOL 340 W02,Biochemistry,Keighron,05/15/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 316",Long Island
Spring 2025,BIOL 341 M01,Genetic Engineering,Mukherjee,05/12/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 405",New York City
Spring 2025,BIOL 350 M01,Bioinformatics & Funct Genomic,Salichos,05/15/2025,12:45:00 PM,2:45:00 PM,16 W. 61st St. Rm. 603,New York City
Spring 2025,BIOL 395 M01,Intro to Research Literature,Nath,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 405",New York City
Spring 2025,BIOL 395 W03,Intro to Research Literature,Youssef,05/14/2025,3:00:00 PM,5:00:00 PM,"Harry J. Schure Hall, Rm. 234",Long Island
Spring 2025,BIOL 432 M01,Cell Biology,Nath,05/15/2025,10:30:00 AM,12:30:00 PM,"Guiliano Global Ctr., Rm. 702",New York City
Spring 2025,BIOL 432 W01,Cell Biology,Hadjiargyrou,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 303",Long Island
Spring 2025,BIOL 482 W01,Molec & Cell Bio Research Lab,Pokala,05/14/2025,3:00:00 PM,5:00:00 PM,"Theobald Hall, Rm. 404",Long Island
Spring 2025,BUSA 701 M01,Data Interact & Visualization,Bouguir,05/15/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,BUSA 701 M02,Data Interact & Visualization,Mittal,05/14/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 207",New York City
Spring 2025,BUSA 701 W01,Data Interact & Visualization,Bouguir,05/15/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,BUSA 710 M01,Data Mining & Pattern Recog,Mittal,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,BUSA 710 W01,Data Mining & Pattern Recog,Mittal,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,BUSA 720 M01,Managerial Decision Modelling,Sheikh,05/13/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,BUSI 435 M01,Business Policy & Strategy Cap,Nowak,05/13/2025,8:15:00 AM,10:15:00 AM,Zoom,New York City
Spring 2025,BUSI 435 W01,Business Policy & Strategy Cap,Nowak,05/13/2025,8:15:00 AM,10:15:00 AM,Zoom,Long Island
Spring 2025,BUSI 450 M01,Business Analytics,Bakrac,05/12/2025,3:00:00 PM,5:00:00 PM,Zoom,New York City
Spring 2025,BUSI 450 W01,Business Analytics,Bakrac,05/12/2025,3:00:00 PM,5:00:00 PM,Zoom,Long Island
Spring 2025,BUSI 495 M01,Career Building Platform,Nowak,05/15/2025,10:30:00 AM,12:30:00 PM,Zoom,New York City
Spring 2025,BUSI 650 M01,Business Analytics & Decision,Sheikh,05/14/2025,5:45:00 PM,8:24:00 PM,"26 W. 61st St., Rm. 504",New York City
Spring 2025,BUSI 650 M02,Business Analytics & Decision,Mittal,05/16/2025,5:45:00 PM,8:24:00 PM,Zoom,New York City
Spring 2025,BUSI 650 W02,Business Analytics & Decision,Mittal,05/16/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,BUSI 775 M01,Risk Management Integrated Sem,Kirchmeier,05/14/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 1118",New York City
Spring 2025,CENG 260 W01,Civil Engineering Materials,Seidel,05/15/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 203",Long Island
Spring 2025,CENG 301 W01,Surveying and Geomatics,Seidel,05/14/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 118",Long Island
Spring 2025,CENG 310 W01,Steel Structures,Ransom,05/12/2025,5:45:00 PM,8:24:00 PM,Zoom,Long Island
Spring 2025,CENG 380 W01,Fluid Mechanics & Hydraulics,Ioppolo,05/14/2025,3:00:00 PM,5:00:00 PM,"Harry J. Schure Hall, Rm. 125",Long Island
Spring 2025,CENG 470 W01,Const Engineering Senior Dsgn,Seidel,05/16/2025,10:30:00 AM,12:30:00 PM,Zoom,Long Island
Spring 2025,CHEM 107 M01,Engineering Chemistry I,Petrovic,05/16/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 822",New York City
Spring 2025,CHEM 107 W02,Engineering Chemistry I,Meloni,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 311",Long Island
Spring 2025,CHEM 110 M01,General Chemistry I,Petrovic,05/12/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 401",New York City
Spring 2025,CHEM 110 W01,General Chemistry I,Douvris,05/15/2025,12:45:00 PM,2:45:00 PM,"Harry J. Schure Hall, Rm. 235",Long Island
Spring 2025,CHEM 150 M01,General Chemistry II,Nguyen,05/14/2025,10:30:00 AM,12:30:00 PM,"16 W. 61st St., Rm. 623",New York City
Spring 2025,CHEM 150 M02B,General Chemistry II,Petrovic,05/12/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 405",New York City
Spring 2025,CHEM 150 M03,General Chemistry II,Nguyen,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 401",New York City
Spring 2025,CHEM 150 W01,General Chemistry II,Douvris,05/12/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,CHEM 150 W02B,General Chemistry II,Youssef,05/13/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 314",Long Island
Spring 2025,CHEM 150 W03,General Chemistry II,Alomari,05/15/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 307",Long Island
Spring 2025,CHEM 150 W04B,General Chemistry II,Youssef,05/15/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 314",Long Island
Spring 2025,CHEM 210 M01,Organic Chemistry I,Meche,05/13/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 702",New York City
Spring 2025,CHEM 210 W01,Organic Chemistry I,Lahankar,05/13/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 118",Long Island
Spring 2025,CHEM 215 W01,Bio-Organic Chemistry,Friedland,05/12/2025,3:00:00 PM,5:00:00 PM,"Anna Rubin Hall, Rm. 301",Long Island
Spring 2025,CHEM 250 M01,Organic Chemistry II,Wu,05/13/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 704",New York City
Spring 2025,CHEM 250 M02B,Organic Chemistry II,Chaudhury,05/15/2025,10:30:00 AM,12:30:00 PM,"Guiliano Global Ctr., Rm. 704",New York City
Spring 2025,CHEM 250 W01,Organic Chemistry II,Fiorito,05/12/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 309",Long Island
Spring 2025,CHEM 250 W02B,Organic Chemistry II,Lahankar,05/12/2025,8:15:00 AM,10:15:00 AM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,CHEM 250 W04B,Organic Chemistry II,Lahankar,05/14/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 308",Long Island
Spring 2025,CHEM 350 M01,Instrumental Analysis,Fiorito,05/14/2025,10:30:00 AM,12:30:00 PM,Zoom,New York City
Spring 2025,CHEM 350 W01,Instrumental Analysis,Fiorito,05/14/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 234",Long Island
Spring 2025,CHEM 395 M01,Intro to Research Design,Nath,05/15/2025,12:45:00 PM,2:45:00 PM,"Guiliano Global Ctr., Rm. 405",New York City
Spring 2025,CHEM 440 M01,Drug Discovery & Development,Chaudhury,05/13/2025,8:15:00 AM,10:15:00 AM,"Guiliano Global Ctr., Rm. 701",New York City
Spring 2025,CHEM 470 W01,Inorganic Chemistry,Douvris,05/15/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. 230",Long Island
Spring 2025,CSCI 125 M01,Computer Programming I,Bangalore Chandrasekhara Navya,05/15/2025,12:45:00 PM,2:45:00 PM,"16 W. 61st St., Rm. 820",New York City
Spring 2025,CSCI 125 M03,Computer Programming I,Kadri,05/13/2025,5:30:00 PM,9:09:00 PM,"26 W. 61st St., Rm. 409",New York City
Spring 2025,CSCI 125 M05,Computer Programming I,Kadri,05/12/2025,5:30:00 PM,9:09:00 PM,"Guiliano Global Ctr., Rm. 408",New York City
Spring 2025,CSCI 125 M07,Computer Programming I,Akter,05/14/2025,3:00:00 PM,5:00:00 PM,"Guiliano Global Ctr., Rm. 408",New York City
Spring 2025,CSCI 125 W01,Computer Programming I,Doxey,05/13/2025,8:15:00 AM,10:15:00 AM,"Harry J. Schure Hall, Rm. 216B",Long Island
Spring 2025,CSCI 125 W03,Computer Programming I,Zhang,05/14/2025,10:30:00 AM,12:30:00 PM,"Harry J. Schure Hall, Rm. B15",Long Island
Spring 2025,CSCI 125 W05,Computer Programming I,Bhatt,05/12/2025,6:45:00 PM,9:25:00 PM,"Harry J. Schure Hall, Rm. 216B",Long Island
Spring 2025,CSCI 135 M01,Digital Logic Design Fund,Stietzel,05/14/2025,5:30:00 PM,8:10:00 PM,"16 W. 61st St., Rm. 721",New York City
Spring 2025,CSCI 135 M02,Digital Logic Design Fund,Santhanakrishnan,05/13/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 723",New York City
Spring 2025,CSCI 135 M03,Digital Logic Design Fund,Bangalore Chandrasekhara Navya,05/14/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 822",New York City
Spring 2025,CSCI 135 W01,Digital Logic Design Fund,Nadler,05/15/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 305",Long Island
Spring 2025,CSCI 135 W02,Digital Logic Design Fund,Sassoon,05/12/2025,12:45:00 PM,2:45:00 PM,"Anna Rubin Hall, Rm. 309",Long Island
Spring 2025,CSCI 155 M03,Computer Org and Architecture,Bruccoleri,05/13/2025,5:30:00 PM,8:10:00 PM,"16 W. 61st St., Rm. 624",New York City
Spring 2025,CSCI 155 M04,Computer Org and Architecture,Bruccoleri,05/13/2025,5:30:00 PM,8:10:00 PM,"16 W. 61st St., Rm. 624",New York City
Spring 2025,CSCI 155 M05,Computer Org and Architecture,Fischman,05/13/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 822",New York City
Spring 2025,CSCI 155 M06,Computer Org and Architecture,Fischman,05/13/2025,3:00:00 PM,5:00:00 PM,"16 W. 61st St., Rm. 822",New York City
Spring 2025,CSCI 155 W01,Computer Org and Architecture,Colef,05/15/2025,10:30:00 AM,12:30:00 PM,"Anna Rubin Hall, Rm. 303",Long Island
